a01	stime_h_j	stime_m_j	res_id_j	consent_j	j1	j1_01	j1_01b	j1_02a	j1_02b2	j1_02b1	j1_02b1_ngo	j1_02b1_ngo2	j1_02c	j1_02coth	j1_03a	j1_03b	j1_03c	j1_03d	j1_03e	j1_03f	j1_03g	j1_03h	j1_03i	j1_03j	j1_03k	j1_03l	j1_03m	j1_03n	j1_03o	j1_03ooth	j1_03p	j1_04	j1_4a1_1	j1_4a1_2	j1_4a1_3	j1_5a	j1_05b	j1_5b	j1_5b_ngo	j1_5b_ngo2	j1_5c	j1_5coth	j1_06a	j1_06b	j1_06c	j1_06d	j1_06e	j1_06f	j1_06g	j1_06h	j1_06i	j1_06j	j1_06k	j1_06l	j1_06m	j1_06n	j1_06o	j1_06ooth	j1_06p	j1_07	j1_07oth	j1_08	j1_09	j1_09a	j1_09b	j1_09c	j1_09d	j1_09e	j1_09f	j1_09g	j1_09h	j1_09i	j1_09j	j1_09k	j1_09l	j1_09m	j1_09n	j1_09o	j1_09ooth	j1_09p	j1_10	j1_10oth	j1_11	j1_12	hhid2	hh_type	round
2948.0	18	16	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2948"	2	3.0
2949.1	7	52	1	1	1	1	1	3	1	0		" "	0	" "	1	2	1	2	1	1	1	1	1	1	2		2		2	" "		1	1			2	1	0		" "	0	" "	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"2949.1"	2	3.0
2949.2	9	48	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2949.2"	2	3.0
2950.0	10	13	1	1	1	1	1	1	1	0		" "	0	" "	1	1	2		2		2		1	1	2		2		2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"2950"	2	3.0
2951.1	15	56	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2951.1"	2	3.0
2951.2	12	0	5	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2951.2"	2	3.0
2952.0	14	50	1	1	1	1	1	1	1	0		" "	0	" "	1	2	2		1	2	1	2	1	2	2		2		2	" "		2								" "		" "																" "			" "	2																	" "		2	" "	1	1	"2952"	2	3.0
2953.1	9	22	2	1	1	1	1	1	1	0		" "	1	" "	2		2		2		1	2	1	1	2		2		2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"2953.1"	2	3.0
2953.2	9	40	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2953.2"	2	3.0
2954.0	10	25	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	1	1	2		2		2		1	1	1	2	2		2		2	" "			" "	1	2	"2954"	2	3.0
2955.0	15	42	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2955"	2	3.0
2956.0	17	1	1	1	1	1	1	2	1	0		" "	0	" "	2		1	2	2		1	1	2		2		2		2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	2	"2956"	2	3.0
2957.0	13	16	1	1	1	1	1	1	1	2	2	"ASA"	0	" "	2		1	2	2		1	2	2		2		2		2	" "		2								" "		" "																" "			" "	2																	" "		4	" "	1	1	"2957"	2	3.0
2958.0	17	56	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2958"	2	3.0
2959.0	10	7	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2959"	2	3.0
2960.0	12	26	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2960"	2	3.0
2961.1	11	12	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2961.1"	3	3.0
2961.2	11	42	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2961.2"	3	3.0
2962.0	10	3	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2962"	3	3.0
2963.0	13	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2963"	3	3.0
2964.0	11	38	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2964"	3	3.0
2965.0	9	52	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2965"	3	3.0
2966.0	12	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2966"	3	3.0
2967.0	16	12	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2967"	3	3.0
2968.0	9	16	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2968"	3	3.0
2969.0	13	43	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2969"	3	3.0
2970.0	12	11	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2970"	3	3.0
2971.0	11	25	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2971"	3	3.0
2972.0	15	50	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2972"	3	3.0
2973.0	9	43	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2973"	3	3.0
2974.0	10	29	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2974"	3	3.0
2975.0	15	42	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2975"	3	3.0
2976.0	11	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2976"	3	3.0
2977.0	12	16	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2977"	3	3.0
2978.0	12	26	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2978"	3	3.0
2979.0	10	37	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2979"	3	3.0
2980.0	11	56	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2980"	3	3.0
2981.0	8	52	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2981"	3	3.0
2982.0	10	15	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2982"	3	3.0
2983.11	13	52	5	1	1	1	1	2	1	0		" "	0	" "	2		2		2		1	1	1	1	2		2		2	" "		1	1			5	1	0		" "	0	" "	2		2		2		1	1	2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"2983.1.1"	3	3.0
2983.12	8	35	6	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2983.1.2"	3	3.0
2983.2	11	52	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2983.2"	3	3.0
2984.1	11	18	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2984.1"	3	3.0
2984.2	14	54	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2984.2"	3	3.0
2985.0	11	9	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2985"	3	3.0
2986.0	11	37	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"2986"	3	3.0
2987.0	17	19	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2987"	3	3.0
2988.0	11	36	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2988"	3	3.0
2989.0	10	57	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2989"	3	3.0
2990.0	14	16	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2990"	3	3.0
2991.0	12	47	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2991"	3	3.0
2992.1	11	35	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2992.1"	3	3.0
2992.2	12	36	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2992.2"	3	3.0
2993.0	10	32	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2993"	3	3.0
2994.0	13	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2994"	3	3.0
2995.0	12	21	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2995"	3	3.0
2996.0	11	6	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2996"	3	3.0
2997.0	11	4	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2997"	3	3.0
2998.0	10	26	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2998"	3	3.0
2999.0	12	18	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"2999"	3	3.0
3001.0	11	29	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3001"	3	3.0
3002.1	12	33	9	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3002.1"	3	3.0
3002.2	8	20	6	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3002.2"	3	3.0
3003.0	12	14	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3003"	3	3.0
3004.0	12	23	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3004"	3	3.0
3005.0	10	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3005"	3	3.0
3006.0	14	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3006"	3	3.0
3007.1	11	11	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3007.1"	3	3.0
3007.2	10	14	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3007.2"	3	3.0
3008.0	10	40	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3008"	3	3.0
3009.0	12	16	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3009"	3	3.0
3010.0	12	54	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3010"	3	3.0
3011.0	10	56	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3011"	3	3.0
3012.0	9	29	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3012"	3	3.0
3013.0	12	42	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3013"	3	3.0
3014.1	11	43	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3014.1"	3	3.0
3014.2	14	15	8	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3014.2"	3	3.0
3015.0	10	51	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3015"	3	3.0
3016.0	12	24	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"3016"	3	3.0
3017.0	12	27	1	1	1	2						" "		" "																" "		1	1			1	1	0		" "	0	" "	2		2		2		1	1	1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"3017"	3	3.0
3018.0	11	19	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"3018"	3	3.0
3019.0	11	22	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3019"	3	3.0
3020.0	15	50	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3020"	3	3.0
3021.0	16	50	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3021"	3	3.0
3022.0	10	34	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3022"	3	3.0
3023.0	10	8	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3023"	3	3.0
3024.0	13	10	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3024"	3	3.0
3025.0	10	28	6	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"3025"	3	3.0
3026.1	12	50	8	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3026.1"	3	3.0
3026.2	12	14	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3026.2"	3	3.0
3027.0	13	53	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3027"	3	3.0
3028.1	12	1	12	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"3028.1"	3	3.0
3028.2	11	20	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3028.2"	3	3.0
3028.3	10	26	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3028.3"	3	3.0
3029.1	10	42	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3029.1"	3	3.0
3029.2	10	52	5	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"3029.2"	3	3.0
3030.0	12	11	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3030"	3	3.0
3031.0	9	4	1	1	1	1	2	0		3	48	"SUCHON"	0	" "	2		1	1	2		2		2		2		2		2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	2	"3031"	3	3.0
3032.0	16	23	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3032"	3	3.0
3033.0	12	0	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3033"	3	3.0
3034.0	10	51	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3034"	3	3.0
3035.1	12	47	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3035.1"	3	3.0
3035.2	16	27	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3035.2"	3	3.0
3036.0	9	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3036"	3	3.0
3037.0	11	26	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3037"	3	3.0
3038.0	12	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3038"	3	3.0
3039.0	12	18	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3039"	3	3.0
3040.0	11	49	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3040"	3	3.0
3041.0	11	2	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3041"	3	3.0
3042.0	12	43	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"3042"	3	3.0
