a01	stime_h_b2	stime_m_b2	res_id_b2	consent_b2	mid_b2	b2_01	b2_02	b2_02oth	b2_03	b2_04	b2_05	b2_05oth	b2_06a	b2_06b	b2_07	b2_08	b2_08a	b2_08b	b2_08c	b2_08d	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	b2_14oth	etime_h_b2	etime_m_b2	hhid2	flag_b2	hh_type	round
1236.0	9	12	4	1	6	1		" "	2007	66	2	" "	1.5	30.0	2	2								8	5	2016	21	" "	9	20	"1236"		3	3.0
1237.0	7	30	2	1	4	1		" "	2003	1	2	" "	1.0	10.0	2	2								5	8	2013	21	" "	7	50	"1237"		3	3.0
1237.0			2	1	5	1		" "	2002	1	2	" "	1.0	15.0	2	2								1		2012	9	" "			"1237"		3	3.0
1237.0			2	1	6	1		" "	2012	1	2	" "	2.0	20.0	1	2								5	8	2012	21	" "			"1237"		3	3.0
1238.0	9	58	1	1	9	1		" "	2018	1	8	" "	0.3	6.0	2	1	2	0	2		1	1	9					" "	10	9	"1238"		3	3.0
1239.0	9	55	1	1	5	1		" "	2018	66	1	" "	1.5	20.0	2	1	1	0	2		1	66	9					" "	9	58	"1239"		3	3.0
1240.1	9	7	1	1	8	1		" "	2009	1	2	" "	2.0	35.0	1	1	2	200	2		1	10	2	1		9999		" "	9	17	"1240.1"		3	3.0
1240.1			1	1	10	1		" "	2017	66	1	" "	1.0	20.0	1	1	1	0	2		1	1	2	1		9999		" "			"1240.1"		3	3.0
1240.2	16	23	5	1	6	1		" "	2016	66	1	" "	1.0	20.0	1	1	1	0	1	500	1	2	2	1		9999		" "	16	29	"1240.2"		3	3.0
1241.0	8	50	2	1	3	1		" "	2014	66	1	" "	1.0	10.0	1	1	1	0	2		1	4	2	1		9999		" "	8	55	"1241"		3	3.0
1241.0			2	1	4	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	2		1	1	2	1		9999		" "			"1241"		3	3.0
1242.0	13	20	3	1	5	1		" "	2014	1	10	" "	10.0	50.0	1	1	2	500	1	200	1	77	2	5		9999		" "	13	25	"1242"		3	3.0
1243.0	8	40	2	1	3	1		" "	2007	1	2	" "	1.0	10.0	2	2								1		2016	7	" "	8	5	"1243"		3	3.0
1243.0			2	1	4	1		" "	2008	66	2	" "	1.0	10.0	1	1	2	30	1	500	1	9	2	1		9999		" "			"1243"		3	3.0
1244.0	8	35	1	1	4	1		" "	2010	1	1	" "	3.0	40.0	1	1	1	12	1	300	1	9	2	5		9999		" "	8	43	"1244"		3	3.0
1245.0	8	33	5	1	99			" "				" "																" "	8	37	"1245"		3	3.0
1246.1	9	10	1	1	99			" "				" "																" "	9	10	"1246.1"		3	3.0
1246.2	8	40	3	1	4	1		" "	2000	1	2	" "	1.0	10.0	2	2								1		2006	9	" "	8	47	"1246.2"		3	3.0
1246.2			3	1	5	1		" "	2017	66	1	" "	0.5	5.0	1	1	1	0	1	200	5	1	1	5		9999		" "			"1246.2"		3	3.0
1247.0	9	31	1	1	3	1		" "	2004	1	2	" "	80.0	160.0	1	1	2	2000	2		1	76	2	9		9999		" "	9	39	"1247"		3	3.0
1247.0			1	1	4	1		" "	2009	66	2	" "	3.5	20.0	1	1	2	100	1	300	1	9	2	1		9999		" "			"1247"		3	3.0
1248.0	9	30	2	1	4	1		" "	2010	66	2	" "	1.0	10.0	1	1	2	30	1	200	1	8	1	5		9999		" "	9	35	"1248"		3	3.0
1249.0	7	50	1	1	3	1		" "	2017	1	1	" "	20.0	60.0	1	1	1	0	1	200	1	2	2	5		9999		" "	7	55	"1249"		3	3.0
1250.0	8	40	1	1	3	1		" "	2006	1	2	" "	3.0	20.0	2	2								1		2015	11	" "	8	50	"1250"		3	3.0
1250.0			1	1	5	1		" "	2010	1	2	" "	3.0	20.0	1	1	1	0	1	300	1	5	2	1		9999		" "			"1250"		3	3.0
1253.0	8	30	1	1	3	1		" "	2009	1	2	" "	3.5	20.0	1	1	2	0	1	500	1	10	2	1		9999		" "	8	45	"1253"		3	3.0
1253.0			1	1	4	1		" "	2013	1	2	" "	3.5	20.0	1	1	2	0	2		1	6	2	5		9999		" "			"1253"		3	3.0
1253.0			1	1	7	1		" "	2017	66	1	" "	0.5	5.0	1	1	1	0	1	150	1	1	2	1		9999		" "			"1253"		3	3.0
1253.0			1	1	8	1		" "	2010	1	2	" "	0.5	20.0	1	1	2	0	2		1	9	2	1		9999		" "			"1253"		3	3.0
1254.0	9	31	3	1	5	1		" "	2012	1	2	" "	2.0	20.0	1	1	2	100	1	300	1	7	2	1		9999		" "	9	35	"1254"		3	3.0
1255.0	8	40	1	1	3	1		" "	2002	1	9	" "	16.0	60.0	2	2								1		2015	9	" "	8	50	"1255"		3	3.0
1255.0			1	1	5	1		" "	2006	1	9	" "	16.0	60.0	1	1	1	40	1	500	1	11	2	1		9999		" "			"1255"		3	3.0
1256.0	10	4	5	1	3	1		" "	2010	1	2	" "	3.5	45.0	1	1	2	0	1	300	1	9	2	1		9999		" "	10	14	"1256"		3	3.0
1256.0			5	1	8	1		" "	2002	1	2	" "	3.0	40.0	2	2								1		2009	21	" "			"1256"		3	3.0
1256.0			5	1	9	1		" "	2017	1	1	" "	0.5	6.0	1	1	1	0	1	200	5	2	2	5		9999		" "			"1256"		3	3.0
1257.0	8	30	2	1	3	1		" "	2013	66	2	" "	12.0	75.0	1	1	2	800	2		1	5	2	5		9999		" "	8	35	"1257"		3	3.0
1258.0	16	45	2	1	2	1		" "	2005	1	1	" "	1.0	15.0	2	2								1		2009	21	" "	16	49	"1258"		3	3.0
1258.0			2	1	3	2	1	" "				" "																" "			" "		3	3.0
1259.0	8	40	1	1	3	1		" "	1999	1	2	" "	16.0	70.0	2	2								1		2008	3	" "	8	50	"1259"		3	3.0
1259.0			1	1	4	1		" "	2003	1	7	" "	15.0	75.0	2	2								1		2010	3	" "			"1259"		3	3.0
1260.0	8	40	1	1	3	1		" "	2011	1	7	" "	3.0	30.0	1	1	2	0	2		1	8	2	5		9999		" "	8	45	"1260"		3	3.0
1260.0			1	1	4	1		" "	2017	66	5	" "	1.0	10.0	1	1	2	0	2		1	1	2	1		9999		" "			"1260"		3	3.0
1261.0	8	40	2	1	4	1		" "	2007	66	9	" "	12.0	90.0	1	1	1	0	1	800	1	11	2	1		9999		" "	8	50	"1261"		3	3.0
1261.0			2	1	5	1		" "	2009	66	2	" "	1.0	10.0	1	1	2	0	1	500	1	9	2	1		9999		" "			"1261"		3	3.0
1262.0	8	55	1	1	3	1		" "	2008	1	9	" "	12.0	60.0	1	1	2	60	1	300	1	11	2	8		9999		" "	9	5	"1262"		3	3.0
1262.0			1	1	4	1		" "	2012	1	2	" "	1.0	15.0	1	1	2	0	2		8	7	2	5		9999		" "			"1262"		3	3.0
1262.0			1	1	5	1		" "	2016	1	1	" "	0.8	10.0	1	1	1	0	1	150	5	3	2	5		9999		" "			"1262"		3	3.0
1263.0	9	20	6	1	3	1		" "	2013	1	4	" "	1.0	10.0	2	2								5		2017	3	" "	9	30	"1263"		3	3.0
1263.0			6	1	4	1		" "	2013	1	10	" "	2.0	20.0	1	1	2	300	2		1	77	2	5		9999		" "			"1263"		3	3.0
1263.0			6	1	5	1		" "	2014	1	10	" "	3.0	30.0	1	1	2	250	2		1	77	2	5		9999		" "			"1263"		3	3.0
1263.0			6	1	8	1		" "	2006	1	1	" "	1.0	10.0	2	2								1		2010	9	" "			"1263"		3	3.0
1264.0	7	28	1	1	3	1		" "	2010	1	2	" "	2.0	20.0	1	1	2	30	1	500	1	9	2	5	8	9999		" "	7	36	"1264"		3	3.0
1264.0			1	1	4	1		" "	2015	1	1	" "	1.0	15.0	1	1	1	0	1	150	5	4	2	5		9999		" "			"1264"		3	3.0
1265.0	15	40	1	1	3	1		" "	2013	66	1	" "	1.0	10.0	1	1	1	0	1	200	5	5	2	5		9999		" "	15	50	"1265"		3	3.0
1265.0			1	1	4	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	1	100	5	2	2	5		9999		" "			"1265"		3	3.0
1266.0	8	57	1	1	4	1		" "	2013	66	1	" "	0.5	8.0	1	1	1	0	1	300	1	5	2	1		9999		" "	9	13	"1266"		3	3.0
1267.0	16	11	1	1	4	1		" "	2004	1	1	" "	6.0	40.0	1	1	1	0	1	500	1	15	2	8		9999		" "	16	23	"1267"		3	3.0
1267.0			1	1	5	1		" "	2007	66	2	" "	1.0	15.0	1	1	2	0	1	500	1	11	2	5		9999		" "			"1267"		3	3.0
1267.0			1	1	6	1		" "	2008	66	2	" "	1.5	20.0	1	1	2	60	1	700	1	10	2	5	8	9999		" "			"1267"		3	3.0
1268.0	8	40	2	1	4	1		" "	2012	1	2	" "	1.0	10.0	1	1	2	30	1	500	1	7	2	5		9999		" "	8	50	"1268"		3	3.0
1268.0			2	1	5	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	1	150	5	2	2	5		9999		" "			"1268"		3	3.0
1269.0	8	40	2	1	4	1		" "	2011	66	1	" "	1.0	10.0	1	2								5		2017	22	" "	8	50	"1269"		3	3.0
1269.0			2	1	5	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	2		5	2	2	5		9999		" "			"1269"		3	3.0
1269.0			2	1	7	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	1	100	5	1	2	5		9999		" "			"1269"		3	3.0
1270.0	8	50	1	1	3	1		" "	2014	1	1	" "	0.0	1.0	1	1	1	0	1	150	5	5	2	5		9999		" "	8	55	"1270"		3	3.0
1271.0	8	15	1	1	3	1		" "	2013	66	1	" "	1.0	10.0	1	1	1	0	1	200	1	5	2	5		9999		" "	8	20	"1271"		3	3.0
1271.0			1	1	4	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	1	150	1	1	2	1		9999		" "			"1271"		3	3.0
1272.0	9	30	1	1	2	1		" "	2009	1	2	" "	2.0	20.0	1	1	2	50	2		1	10	2	1		9999		" "	9	40	"1272"		3	3.0
1272.0			1	1	3	1		" "	2013	1	2	" "	3.0	30.0	1	1	2	400	2		1	6	2	5		9999		" "			"1272"		3	3.0
1273.0	8	45	2	1	4	1		" "	2017	66	5	" "	1.0	10.0	1	1	2	150	1	100	1	1	2	1		9999		" "	8	55	"1273"		3	3.0
1273.0			2	1	5	1		" "	2011	66	2	" "	1.0	10.0	1	1	2	0	1	150	1	7	2	1		9999		" "			"1273"		3	3.0
1274.11	8	39	7	1	9	1		" "	2017	1	1	" "	0.5	8.0	1	1	1	0	2		5	2	2	5		9999		" "	8	47	"1274.1.1"		3	3.0
1274.11			7	1	10	1		" "	2018	1	1	" "	0.5	8.0	2	1	1	0	2		5	1	9					" "			"1274.1.1"		3	3.0
1274.12	8	37	1	1	99			" "				" "																" "	9	38	"1274.1.2"		3	3.0
1274.2	9	14	3	1	6	1		" "	2008	1	2	" "	1.0	15.0	1	1	2	30	1	800	1	10	2	1		9999		" "	9	20	"1274.2"		3	3.0
1275.0	8	55	2	1	3	1		" "	2010	1	2	" "	1.0	10.0	1	1	2	30	2		1	9	1	5		9999		" "	9	5	"1275"		3	3.0
1275.0			2	1	4	1		" "	2014	1	2	" "	1.0	10.0	1	1	1	30	1	200	1	5	1	5		9999		" "			"1275"		3	3.0
1276.1	8	34	1	1	99			" "				" "																" "	8	35	"1276.1"		3	3.0
1276.2	16	15	4	1	4	1		" "	2006	1	2	" "	1.0	10.0	2	2								8		2013	21	" "	16	17	"1276.2"		3	3.0
1277.0	9	13	1	1	99			" "				" "																" "	9	13	"1277"		3	3.0
1278.0	8	42	1	1	3	1		" "	2013	1	2	" "	3.0	30.0	1	1	2	40	1	200	1	6	2	1		9999		" "	8	52	"1278"		3	3.0
1278.0			1	1	4	1		" "	2017	66	12	" "	2.0	20.0	1	1	2	250	2		1	1	2	1		9999		" "			"1278"		3	3.0
1279.0	8	55	1	1	3	1		" "	2011	1	2	" "	0.1	1.0	1	1	2	40	1	500	1	8	2	5		9999		" "	9	5	"1279"		3	3.0
1279.0			1	1	4	1		" "	2016	1	1	" "	2.0	20.0	1	1	1	0	1	100	5	3	2	5		9999		" "			"1279"		3	3.0
1280.0	9	45	1	1	3	1		" "	2013	1	10	" "	5.0	30.0	1	1	2	700	1	200	1	5	2	5		9999		" "	9	55	"1280"		3	3.0
1280.0			1	1	4	1		" "	2014	1	1	" "	1.0	10.0	1	1	1	0	1	200	1	5	2	5		9999		" "			"1280"		3	3.0
1281.0	8	48	1	1	3	1		" "	2017	66	12	" "	1.5	15.0	1	1	2	580	1	200	1	1	2	1		9999		" "	8	55	"1281"		3	3.0
1282.0	7	35	2	1	3	1		" "	2009	1	7	" "	2.5	30.0	1	1	2	0	1	400	1	10	2	5		9999		" "	7	39	"1282"		3	3.0
1282.0			2	1	4	2	1	" "				" "																" "			"1282"		3	3.0
1283.0	10	22	3	1	4	1		" "	2016	66	1	" "	0.0	2.0	1	1	1	0	1	150	5	2	2	5		9999		" "	10	26	"1283"		3	3.0
1284.0	8	27	1	1	4	1		" "	2002	1	2	" "	2.0	20.0	2	2								1		2010	3	" "	8	31	"1284"		3	3.0
1285.0	8	22	1	1	6	1		" "	2005	66	2	" "	0.5	6.0	2	2								1		2011	21	" "	8	26	"1285"		3	3.0
1286.0	8	25	1	1	2	1		" "	2005	66	1	" "	1.0	10.0	2	2								1		2011	21	" "	8	30	"1286"		3	3.0
1286.0			1	1	4	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	2		5	1	2	1		9999		" "			"1286"		3	3.0
1287.0	8	56	1	1	3	1		" "	2004	1	2	" "	9.0	60.0	2	2								1		2015	6	" "	9	6	"1287"		3	3.0
1287.0			1	1	4	1		" "	2009	1	7	" "	1.5	20.0	1	1	2	250	2		1	77	2	5		9999		" "			"1287"		3	3.0
1287.0			1	1	5	1		" "	2005	1	2	" "	2.0	30.0	1	1	2	0	2		1	14	2	1		9999		" "			"1287"		3	3.0
1288.0	8	28	1	1	3	1		" "	2008	1	2	" "	5.0	30.0	1	2								1		2017	6	" "	8	33	"1288"		3	3.0
1288.0			1	1	4	1		" "	2009	1	2	" "	2.0	20.0	1	2								5		2017	21	" "			"1288"		3	3.0
1289.0	9	0	2	1	3	2	3	" "				" "																" "	9	10	"1289"		3	3.0
1289.0			2	1	5	1		" "	2013	66	1	" "	1.0	10.0	1	1	1	0	1	200	5	5	2	5		9999		" "			"1289"		3	3.0
1289.0			2	1	6	1		" "	2013	66	1	" "	1.0	10.0	1	1	1	0	1	200	5	5	2	5		9999		" "			"1289"		3	3.0
1290.0	8	30	2	1	5	1		" "	2013	66	1	" "	1.0	10.0	1	1	1	0	1	200	5	5	2	5		9999		" "	8	38	"1290"		3	3.0
1290.0			2	1	6	1		" "	2015	66	1	" "	1.0	10.0	1	1	1	0	2		5	3	2	5		9999		" "			"1290"		3	3.0
1291.0	8	40	1	1	4	1		" "	2011	1	2	" "	2.0	15.0	1	1	2	0	2		1	8	2	5		9999		" "	8	51	"1291"		3	3.0
1291.0			1	1	5	1		" "	2016	1	1	" "	0.5	6.0	1	1	1	0	2		1	3	2	1		9999		" "			"1291"		3	3.0
1292.0	7	46	1	1	99			" "				" "																" "	7	47	"1292"		3	3.0
1293.0	7	28	1	1	99			" "				" "																" "	7	28	"1293"		3	3.0
1295.0	7	37	1	1	2	1		" "	2000	1	2	" "	2.0	30.0	2	2								8	5	2007	21	" "	7	44	"1295"		3	3.0
1295.0			1	1	3	1		" "	2015	1	2	" "	0.5	7.0	1	1	2	250	1	250	1	4	2	1		9999		" "			"1295"		3	3.0
1296.0	8	40	1	1	4	1		" "	2010	1	2	" "	1.0	10.0	2	2								1		2015	3	" "	8	46	"1296"		3	3.0
1297.0	8	35	1	1	5	1		" "	2014	1	12	" "	1.0	10.0	1	1	2	300	1	500	1	5	2	1		9999		" "	8	40	"1297"		3	3.0
1298.1	9	0	1	1	4	1		" "	2012	66	2	" "	1.0	10.0	1	1	2	500	2		1	6	2	1		9999		" "	9	10	"1298.1"		3	3.0
1298.1			1	1	5	1		" "	2017	66	2	" "	1.0	10.0	1	1	2	350	2		1	1	2	1		9999		" "			"1298.1"		3	3.0
1298.2	7	25	6	1	7	1		" "	2001	66	9	" "	2.0	15.0	2	2								8		2013	21	" "	7	30	"1298.2"		3	3.0
1299.0	16	40	1	1	99			" "				" "																" "	16	40	"1299"		3	3.0
1300.1	13	28	1	1	3	1		" "	2013	1	2	" "	2.0	20.0	1	1	2	0	2		1	6	2	5		9999		" "	13	32	"1300.1"		3	3.0
1300.2	18	38	4	1	5	1		" "	2006	1	2	" "	2.0	20.0	2	2								5		2011	21	" "	18	32	"1300.2"		3	3.0
1301.1	18	43	1	1	6	1		" "	2000	1	2	" "	1.0	15.0	2	2								5		2005	9	" "	18	48	"1301.1"		3	3.0
1301.1			1	1	8	1		" "	2006	1	1	" "	1.0	15.0	2	2								5		2009	3	" "			"1301.1"		3	3.0
1301.2	8	0	4	1	4	1		" "	2003	66	2	" "	1.0	10.0	2	2								8		2010	21	" "	8	10	"1301.2"		3	3.0
1301.2			4	1	5	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	2		1	1	2	1		9999		" "			"1301.2"		3	3.0
1302.0	14	17	2	1	3	1		" "	2010	1	2	" "	2.0	20.0	1	1	2	0	1	300	1	9	2	8		9999		" "	14	24	"1302"		3	3.0
1302.0			2	1	4	1		" "	2017	1	1	" "	0.25	4.0	1	1	1	0	2		5	2	2	5		9999		" "			"1302"		3	3.0
1303.1	8	30	1	1	3	1		" "	2012	66	1	" "	1.0	10.0	1	1	1	0	1	200	1	6	2	5		9999		" "	8	40	"1303.1"		3	3.0
1303.1			1	1	7	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	2		5	2	2	5		9999		" "			"1303.1"		3	3.0
1303.2	15	40	5	1	7	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	2		1	1	2	1		9999		" "	15	42	"1303.2"		3	3.0
1304.0	7	2	1	1	3	1		" "	2007	66	2	" "	1.0	15.0	1	1	2	0	1	300	1	11	2	5		9999		" "	7	6	"1304"		3	3.0
1304.0			1	1	4	1		" "	2009	1	2	" "	2.0	20.0	1	1	2	0	1	300	1	10	2	1		9999		" "			"1304"		3	3.0
1305.1	18	50	9	1	8	1		" "	2015	66	1	" "	1.0	10.0	1	1	1	0	1	200	5	3	2	5		9999		" "	18	55	"1305.1"		3	3.0
1305.2	18	55	3	1	6	1		" "	2010	66	2	" "	1.0	10.0	1	1	2	30	2		1	8	2	5		9999		" "	19	0	"1305.2"		3	3.0
1306.0	8	45	1	1	3	1		" "	2011	66	2	" "	5.0	30.0	1	1	2	300	1	600	1	7	2	1		9999		" "	8	50	"1306"		3	3.0
1307.1	8	40	3	1	5	1		" "	2009	1	2	" "	0.5	5.0	1	1	2	0	1	400	1	10	2	8	5	9999		" "	8	46	"1307.1"		3	3.0
1307.1			3	1	6	1		" "	2014	66	12	" "	0.5	5.0	1	1	2	200	2		1	4	2	1		9999		" "			"1307.1"		3	3.0
1307.2	8	30	8	1	9	1		" "	2010	1	2	" "	1.0	10.0	1	1	2	0	1	300	1	9	2	5		9999		" "	8	35	"1307.2"		3	3.0
1307.3	8	37	10	1	11	1		" "	2002	1	2	" "	1.0	15.0	2	2								5		2007	21	" "	8	38	"1307.3"		3	3.0
1308.0	14	12	1	1	4	2	3	" "				" "																" "	14	15	"1308"		3	3.0
1309.11	8	55	1	1	99			" "				" "																" "	8	56	"1309.1.1"		3	3.0
1309.12	8	35	6	1	8	1		" "	2010	66	1	" "	1.0	15.0	2	2								5		2016	21	" "	8	40	"1309.1.2"		3	3.0
1309.2	8	42	3	1	5	1		" "	2018	1	1	" "	1.0	15.0	2	1	1	0	2		5	1	9					" "	8	51	"1309.2"		3	3.0
1309.2			3	1	8	2	9	" "				" "																" "			"1309.2"		3	3.0
1310.0	8	40	1	1	5	1		" "	2016	1	4	" "	1.0	40.0	1	1	1	0	1	150	5	2	2	5		9999		" "	8	45	"1310"		3	3.0
1311.0	8	45	1	1	99			" "				" "																" "	8	46	"1311"		3	3.0
1312.0	18	46	1	1	99			" "				" "																" "	18	46	"1312"		3	3.0
1313.0	8	45	1	1	99			" "				" "																" "	8	45	"1313"		3	3.0
1314.0	18	45	1	1	3	1		" "	2009	66	2	" "	1.0	10.0	1	1	2	30	1	300	1	9	2	1		9999		" "	18	55	"1314"		3	3.0
1314.0			1	1	4	1		" "	2011	66	2	" "	1.0	10.0	1	1	2	0	1	300	8	7	2	5	8	9999		" "			"1314"		3	3.0
1315.0	15	40	1	1	3	1		" "	2009	66	2	" "	1.0	10.0	1	1	2	30	1	300	1	9	2	1		9999		" "	15	50	"1315"		3	3.0
1316.0	18	13	1	1	3	1		" "	2012	66	2	" "	1.0	15.0	1	1	2	0	2		1	6	2	5		9999		" "	18	23	"1316"		3	3.0
1316.0			1	1	4	1		" "	2015	66	1	" "	1.0	15.0	1	1	1	0	2		5	3	2	5		9999		" "			"1316"		3	3.0
1316.0			1	1	5	1		" "	2015	1	1	" "	1.0	15.0	1	1	1	0	2		5	4	2	5		9999		" "			"1316"		3	3.0
1316.0			1	1	6	1		" "	2017	1	1	" "	1.0	15.0	1	1	1	0	2		5	2	2	5		9999		" "			"1316"		3	3.0
1317.0	18	13	1	1	3	1		" "	2012	1	2	" "	1.0	15.0	1	1	2	0	1	300	1	7	2	5		9999		" "	18	20	"1317"		3	3.0
1317.0			1	1	4	1		" "	2016	1	1	" "	1.0	15.0	1	1	1	0	2		5	3	2	5		9999		" "			"1317"		3	3.0
1318.0	8	25	1	1	3	1		" "	2017	66	5	" "	1.0	15.0	1	1	2	250	2		1	1	2	1		9999		" "	8	29	"1318"		3	3.0
1319.0	18	41	1	1	99			" "				" "																" "	18	42	"1319"		3	3.0
1320.0	7	10	1	1	3	1		" "	2014	1	1	" "	1.0	10.0	1	1	1	0	1	200	5	5	2	5		9999		" "	7	16	"1320"		3	3.0
1320.0			1	1	4	1		" "	2015	66	1	" "	1.0	10.0	1	1	1	0	1	200	5	3	2	5		9999		" "			"1320"		3	3.0
1321.0	9	33	2	1	4	1		" "	2008	1	2	" "	0.25	5.0	1	1	2	0	1	300	1	7	2	5		9999		" "	9	40	"1321"		3	3.0
1322.0	9	15	2	1	3	1		" "	2009	66	2	" "	1.0	10.0	1	1	2	40	1	600	1	9	2	5		9999		" "	9	20	"1322"		3	3.0
1322.0			2	1	4	1		" "	2012	66	2	" "	1.0	10.0	1	1	2	300	1	300	1	6	2	5		9999		" "			"1322"		3	3.0
1323.0	9	27	2	1	99			" "				" "																" "	9	28	"1323"		3	3.0
1324.0	9	10	5	1	5	1		" "	2000	1	2	" "	0.5	5.0	2	2								1		2006	21	" "	9	18	"1324"		3	3.0
1324.0			5	1	6	1		" "	2017	66	1	" "	3.0	5.0	1	1	1	0	1	200	5	1	2	1		9999		" "			"1324"		3	3.0
1325.0	9	12	1	1	3	1		" "	2014	66	1	" "	0.5	7.0	1	1	1	0	2		5	4	2	5		9999		" "	9	20	"1325"		3	3.0
1325.0			1	1	4	1		" "	2005	1	2	" "	1.0	15.0	2	2								5	8	2011	9	" "			"1325"		3	3.0
1326.0	8	20	1	1	3	1		" "	2008	1	9	" "	1.0	10.0	1	1	2	0	1	800	1	11	2	1		9999		" "	14	25	"1326"		3	3.0
1327.0	9	0	1	1	5	1		" "	2006	1	12	" "	58.0	120.0	1	1	2	300	1	1000	1	72	2	5		9999		" "	9	10	"1327"		3	3.0
1327.0			1	1	6	1		" "	2011	1	2	" "	1.0	10.0	1	1	1	0	1	800	1	8	2	5		9999		" "			"1327"		3	3.0
1328.0	9	23	1	1	3	1		" "	2002	1	1	" "	1.0	15.0	2	2								1		2006	9	" "	9	30	"1328"		3	3.0
1328.0			1	1	4	1		" "	2012	1	2	" "	2.0	30.0	1	1	2	0	1	200	1	7	2	1		9999		" "			"1328"		3	3.0
1329.0	9	18	1	1	3	1		" "	2012	77	2	" "	1.5	20.0	1	1	2	0	1	500	1	6	2	5		9999		" "	9	23	"1329"		3	3.0
1330.0	9	15	1	1	3	1		" "	2015	1	1	" "	0.2	2.0	1	1	1	0	1	200	5	4	2	5		9999		" "	9	20	"1330"		3	3.0
1331.1	9	10	6	1	4	1		" "	2015	66	1	" "	0.5	5.0	1	1	1	0	2		5	2	1	5		9999		" "	9	15	"1331.1"		3	3.0
1331.2	9	10	5	1	99			" "				" "																" "	9	10	"1331.2"		3	3.0
1332.1	9	16	1	1	3	1		" "	2017	66	1	" "	1.0	10.0	1	1	1	0	1	100	5	1	2	5		9999		" "	9	25	"1332.1"		3	3.0
1332.1			1	1	5	1		" "	2016	77	2	" "	7.0	30.0	1	1	2	100	2		1	77	2	1		9999		" "			"1332.1"		3	3.0
1332.2	8	45	2	1	2	1		" "	2005	66	1	" "	1.0	10.0	2	2								5		2007	9	" "	8	55	"1332.2"		3	3.0
1332.2			2	1	6	1		" "	2010	66	1	" "	1.0	10.0	2	2								5		2016	21	" "			"1332.2"		3	3.0
1333.0	9	45	1	1	3	1		" "	2016	66	1	" "	0.5	5.0	1	1	1	0	1	300	5	2	2	5		9999		" "	9	50	"1333"		3	3.0
1333.0			1	1	4	1		" "	2018	66	1	" "	0.5	5.0	2	1	1	0	2		5	66	9					" "			"1333"		3	3.0
1334.0	9	10	2	1	5	1		" "	2011	66	2	" "	1.0	10.0	1	1	2	0	1	300	1	7	2	5		9999		" "	9	20	"1334"		3	3.0
1334.0			2	1	7	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	1	300	5	2	2	5		9999		" "			"1334"		3	3.0
1335.0	15	40	1	1	99			" "				" "																" "	15	40	"1335"		3	3.0
1336.0	14	12	1	1	3	1		" "	2006	1	2	" "	1.0	10.0	1	1	1	12	1	1000	1	73	2	1		9999		" "	14	20	"1336"		3	3.0
1336.0			1	1	4	1		" "	2011	1	2	" "	1.0	10.0	1	1	1	12	1	1200	8	8	2	8		9999		" "			"1336"		3	3.0
1336.0			1	1	5	1		" "	2014	1	1	" "	1.0	10.0	1	1	1	0	1	600	5	5	2	5		9999		" "			"1336"		3	3.0
1337.0	9	0	1	1	2	1		" "	2014	66	1	" "	1.0	10.0	1	1	1	0	1	300	5	4	2	5		9999		" "	9	25	"1337"		3	3.0
1337.0			1	1	3	1		" "	2015	66	1	" "	1.0	10.0	1	1	1	0	1	300	5	3	2	5		9999		" "			"1337"		3	3.0
1338.0	9	30	1	1	4	1		" "	2013	66	1	" "	0.25	5.0	1	1	1	0	1	300	5	5	2	5		9999		" "	9	37	"1338"		3	3.0
1338.0			1	1	5	1		" "	2016	66	1	" "	0.25	5.0	1	1	1	0	1	250	5	2	2	5		9999		" "			"1338"		3	3.0
1339.0	8	15	2	1	4	2	1	" "				" "																" "	8	15	"1339"		3	3.0
1340.1	10	10	1	1	3	1		" "	2016	66	1	" "	1.0	10.0	1	1	1	0	1	200	5	2	2	5		9999		" "	10	15	"1340.1"		3	3.0
1340.2	9	18	4	1	99			" "				" "																" "	9	20	"1340.2"		3	3.0
1341.0	10	32	3	1	3	1		" "	2004	1	1	" "	4.0	35.0	2	2								5		2016	6	" "	10	45	"1341"		2	3.0
1341.0			3	1	4	1		" "	2007	1	1	" "	4.0	35.0	2	2								1		2009	6	" "			"1341"		2	3.0
1341.0			3	1	5	1		" "	2007	1	1	" "	4.0	35.0	1	1	1	0	2		5	3	2	5		9999		" "			"1341"		2	3.0
1341.0			3	1	6	2	1	" "				" "																" "			"1341"		2	3.0
1342.0	14	7	1	1	5	1		" "	2006	66	2	" "	1.0	20.0	2	2								5		2016	21	" "	14	12	"1342"		2	3.0
1343.0	14	45	1	1	4	1		" "	2006	1	2	" "	4.0	30.0	1	1	2	300	2		1	12	2	8		9999		" "	15	9	"1343"		2	3.0
