a01	rid	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	sample_type
6014		2																																									1
6015		2																																									1
6016		2																																									1
6017		2																																									1
6018		2																																									1
6019		2																																									1
6020		2																																									1
6021	1	1	1	30	1			1			15000	5	6	1							1			1			1			3	2.0	100.0	100.0	1		4	3	2	9	0	2	5	1
6021	1	1	2	28	1			1			5000	5	2	1							1			1			1			3	4.0	100.0	100.0	1		2	3	2	9	0	1		1
6022		2																																									1
6023		2																																									1
6024		2																																									1
6025		2																																									1
6026		2																																									1
6027		2																																									1
6028		2																																									1
6029	1	1	1	29	1			1			7200	13	1	1							1			1			1			1	12.0	100.0	100.0	1		1	2	2	10	0	1		1
6030		2																																									1
6031		2																																									1
6032		2																																									1
6033	1	1	1	28	1			1			20000	4	0	1							1			1			1			3	4.0	100.0	100.0	1		4	2	9		2	1		1
6034		2																																									1
6035	1	1	1	30	1			1			7500	2	0	1							1			1			1			3	5.0	100.0	100.0	1		2	2	2		0	1		1
6036		2																																									1
6037		2																																									1
6038		2																																									1
6039		2																																									1
6040	1	1	1	30	1			1			20000	15	6	1							1			1			1			3	12.0	100.0	100.0	1		5	3	12		0	1		1
6041	1	1	1	31	1			1			40000	9	6	1							1			1			1			3	12.0	100.0	100.0	1		3	2	9		0	1		1
6042	1	1	1	29	1			1			12000	9	6	1							1	2		1	2		1			1	12.0	100.0	100.0	1		1	2	2		0	2		1
6043	1	1	1	39	1	3		1	3		30000	1	4	1							1	3		1	3		1	3		3	4.0	100.0	100.0	1		3	2	2		0	1		1
6044	1	1	1	28	1			1			150000	2	6	1							1			1			1			3	12.0	100.0	100.0	1		4	2	12		0	1		1
6045		2																																									1
6046		2																																									1
6047	1	1	1	30	1			1			60000	5	7	1							1			1			1			2	12.0	100.0	100.0	1		3	2	6		0	15		1
6048		2																																									1
6049		2																																									1
6050		2																																									1
6051	1	1	1	21	1			1			25000	8	0	1							1			1	2		1	2		2	4.0	100.0	100.0	1		3	2	1		0	1		1
6052		2																																									1
6053		2																																									1
6054	1	1	1	29	1			1			60000	3	7	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		0	15		1
6055	1	1	1	29	1			1			24000	6	3	2	1	2		1			1			1			1			2	8.0	100.0	100.0	1		3	2	2		0	1		1
6055	1	1	2	21	1			1			15000	2	3	2	1			1			1	2		1	2		1			2	4.0	100.0	100.0	1		3	2	2		0	1		1
6056		2																																									1
6057	1	1	1	31	1			1			50000	15	4	1							1			1			1			2	12.0	100.0	100.0	1		4	2	2		0	1		1
6058		2																																									1
6059		2																																									1
6060		2																																									1
6061	1	1	1	39	1			1			6000	38	6	1							1			1			1			3	12.0	100.0	100.0	1		1	2	1		0	2		1
6061	1	1	2	39	3			3			0	10	6	1							3			3			1			2	12.0	100.0	100.0	1		3	2	2		0	2		1
6062	1	1	1	22	1			1			36000	25	7	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		1	1		1
6062	1	1	2	29	1			1			48000	10	5	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		1
6063	1	1	1	29	1			1			48000	22	4	1							1			1			1			3	12.0	100.0	100.0	1		2	2	8		0	1		1
6064	1	1	1	23	1			1			18000	10	3	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		2	1		1
6065		2																																									1
6066	1	1	1	29	1	2		1			12000	0	4	1							1	4		1	4		1			2	3.0	100.0	100.0	1		2	2	8		0	1		1
6067	1	1	1	30	1			1			1000	10	5	1							1			1			1			3	12.0	100.0	100.0	1		2	3	2		0	1		1
6068		2																																									1
6069		2																																									1
6070	1	1	1	23	1			1			120000	9	6	1							1			1			1			2	12.0	100.0	100.0	1		2	1	2		1	1		1
6071		2																																									1
6072	1	1	1	30	1			1			5000	0	1	1							1			1			1			2	1.0	100.0	100.0	1		2	2	2		0	1		1
6073		2																																									1
6074	1	1	1	28	1			1			35000	40	2	1							1			1	3		1			2	12.0	100.0	100.0	1		4	2	2		0	1		1
6074	1	1	2	30	1	5		5			3000	2	3	1							5			5			1	5		3	4.0	100.0	100.0	1		1	2	2		0	1		1
6075	1	1	1	38	1			1			75000	25	0	1							1			1			1			3	12.0	100.0	100.0	1		3	2	11		0	1		1
6076	1	1	1	29	1			1			100000	1	5	1							1			1	3		1			2	12.0	100.0	100.0	1		2	1	2		1	1		1
6076	1	1	2	22	2	1		2			15000	0	4	1							2			2			2	1		1	12.0	100.0	100.0	1		1	2	2		0	1		1
6077		2																																									1
6078	1	1	1	39	1			1			20000	2	1	1							1			1			1			3	12.0	100.0	100.0	1		2	2	2		0	2		1
6079	1	1	1	28	1			1			50000	2	1	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		1
6079	1	1	2	34	2			2			2000	11	4	1							2			2			2			1	12.0	100.0	100.0	1		1	2	2		0	1		1
6080	2	1	1	39	2			2			20000	5	4	1							2			2			2			1	12.0	100.0	100.0	1		1	2	2		0	1		1
6081	1	1	1	31	1			1			36000	8	6	1							1			1			1			3	12.0	100.0	100.0	1		3	2	6		0	1		1
6081	1	1	2	26	1			1			1500	8	6	1							1			1			1			2	12.0	100.0	100.0	1		2	2	6		0	1		1
6082	1	1	1	26	1			1			4210	4	3	1							1			1			1			2	4.0	100.0	100.0	1		2	3	2		0	1		1
6083	1	1	1	31	1			1			4000	15	6	1							1			1			1			3	12.0	100.0	100.0	1		4	2	2		0	1		1
6083	1	1	2	2	1			1			2000	7	5	1							1			1			1			2	6.0	100.0	100.0	1		1	2	2		0	1		1
6084	3	1	1	29	3			3			36000	1	0	1							3			3			3			2	12.0	100.0	100.0	1		4	2	2	3	0	1		1
6084	3	1	2	2	1			1			18000	7	6	1							1			1			1			3	6.0	100.0	100.0	1		1	2	2		0	1		1
6085	6	1	1	25	6			6			60000	15	3	1							6			6			6			2	12.0	100.0	100.0	1		3	2	2		1	1		1
6085	6	1	2	26	1			1			85705	20	6	1							1			1			1			1	12.0	100.0	100.0	1		1	2	2		0	1		1
6086	1	1	1	2	1			1			3090	8	3	1							1			1			1			3	6.0	100.0	100.0	3		1	2	2		0	1		1
6087	1	1	1	26	1			1			8000	3	2	1							1			1			1			2	12.0	100.0	100.0	1		2	3	2		0	1		1
6088		2																																									1
6089	1	1	1	29	1			1			24000	6	6	1							1	2		1			1	2		2	12.0	100.0	100.0	2		3	3	2		0	1		1
6090		2																																									1
6091		2																																									1
6092	3	1	1	2	1			1			2000	20	2	1							1			1			1			2	12.0	100.0	100.0	1		5	2	2		0	13		1
6093	1	1	1	31	3			3			6000	0	3	1							3			3			3			2	3.0	100.0	100.0	1		3	2	2		0	1		1
6094	1	1	1	2	1			1			24000	35	4	1							1			1			1			3	12.0	100.0	100.0	3		4	2	2		0	1		1
6094	1	1	2	29	3			3			4000	0	2	1							3			3			3			2	2.0	100.0	100.0	1		2	2	2		0	1		1
6095	1	1	1	22	1			1			36000	35	2	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		1
6095	1	1	2	22	3			3			48000	15	8	1							3			3			3			3	12.0	100.0	100.0	1		3	2	2		0	1		1
6096	1	1	1	31	1			1			2000	8	4	1							1			1			1			2	4.0	100.0	100.0	1		2	3	2		0	1		1
6097	3	1	1	29	3			3	1		10000	10	6	1							3	1		3	1		3	1		2	12.0	100.0	100.0	1		2	2	2		0	15		1
6098		2																																									1
6099	1	1	1	31	1			1			4000	15	7	1							1			1			1			3	12.0	100.0	100.0	1		4	2	6		0	1		1
6100	1	1	1	31	1			1			20000	12	0	1							1			1			1			3	12.0	100.0	100.0	1		2	2	2		0	1		1
6101		2																																									1
6102	1	1	1	29	1	3		1	3		10000	3	6	2	3			3	1		3			3	1		3	1		2	12.0	100.0	100.0	1		2	2	2		0	1		1
6103	1	1	1	26	1			1			11500	8	2	2	1			1			1			1			1			2	6.0	100.0	100.0	1		2	2	2		0	10	14	1
6104	1	1	1	4	1			1			120000	2	5	1							1			1			1			2	12.0	100.0	100.0	1		3	1	2		3	1		1
6105	1	1	1	38	1			1			36000	12	2	2	1			1			1			1			1	2		2	12.0	100.0	100.0	1	3	4	2	2		0	1		1
6106	1	1	1	25	1			1			18000	3	7	2	1			1			1			1			1			2	12.0	100.0	100.0	3		2	2	12		0	2		1
6107		2																																									1
6108	1	1	1	9	1			1			24000	5	2	2	1			1			1			1			1			3	12.0	100.0	100.0	1	3	3	3	2		0	1		1
6108	1	1	2	38	3	1	2	3			20000	2	4	2	1			3			3			3			3			3	12.0	100.0	100.0	1	3	3	3	2		0	3	4	1
6109	1	1	1	29	1			1			60000	12	4	2	1			1	2		1			1			1	2		2	12.0	100.0	100.0	1		4	2	2		0	2		1
6110	1	1	1		1			1			24000	20	2	2	1			1	2		1			1			1	2		3	12.0	100.0	100.0	1		4	2	2		0	11	12	1
6111		2																																									1
6112		2																																									1
6113		2																																									1
6114		2																																									1
6115		2																																									1
6116	1	1	1	29	1			1			24000	3	2	1							1			1			1			2	12.0	100.0	100.0	2		3	3	2		0	1		1
6117	1	1	1	29	1			1			36000	10	6	2	1			1			1			1			1			2	12.0	100.0	100.0	1		2	3	2		0	15		1
6118		2																																									1
6119		2																																									1
6120	1	1	1	29	1			1			24000	25	5	1							1			1			1			2	12.0	100.0	100.0	1		3	3	2		0	1		1
6121		2																																									1
6122		2																																									1
6123	1	1	1		1			1			60000	7	0	1							1			1			1			3	7.0	100.0	100.0	1	3	1	3	2		0	1		1
6124		2																																									1
6125		2																																									1
6126		2																																									1
6127		2																																									1
6128	1	1	1	39	1			1			18000	10	2	2	1			1	2		1			1			1	2		3	6.0	100.0	100.0	3		3	2	2		0	5		1
6129		2																																									1
6130	1	1	1	30	1			1			21600	15	3	2	1			1			1			1			3	1		3	12.0	100.0	100.0	1		1	2	12		0	1		1
6131	1	1	1	1	1			1			84000	4	1	1							1			1			3	1		3	12.0	100.0	100.0	1		4	2	2		6	1		1
6132		2																																									1
6133		2																																									1
6134	1	1	1	32	1			1			36000	12	2	2	1			1	2		1			1			1	2		3	12.0	100.0	100.0	1		3	1	2		0	1		1
6135		2																																									1
6136		2																																									1
6137		2																																									1
6138	1	1	1	23	1			1			36000	8	2	1							1			1			1	3		2	12.0	100.0	100.0	4		3	2	8		0	1		1
6139		2																																									1
6140		2																																									1
6141		2																																									1
6142		2																																									1
6143		2																																									1
6144		2																																									1
6145	1	1	1	39	1			1			20000	25	0	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		1
6146		2																																									1
6147		2																																									1
6148	1	1	1	31	1			1			10000	2	4	1							1			1			1			3	10.0	100.0	100.0	1		4	2	8	2	0	1		1
6149		2																																									1
6150		2																																									1
6151	1	1	1	31	1	2	5	1			60000	20	6	2	1	5		1			1			1			1			3	12.0	100.0	100.0	1		4	1	2		0	1		1
6152		2																																									1
6153		2																																									1
6154	1	1	1	39	1			1			300000	2	1	1							1			1			1			3	12.0	100.0	100.0	2		5	1	2	6	10	1		1
6155	1	1	1	8	1	2		1			1200	4	6	1							1	3		1	3		1	2	3	2	8.0	100.0	100.0	1		3	2	3		0	1		1
6156	1	1	1	30	1	2		1			12000	2	8	1							1			1			1			2	10.0	100.0	100.0	1		4	2	3	8	0	2	3	1
6157		2																																									1
6158		2																																									1
6159		2																																									1
6160		2																																									1
6161		2																																									1
6162		2																																									1
6163	1	1	1	7	1	4		1			200000	3	10	1							1	4		1	4		1			2	12.0	100.0	100.0	1		3	2	2	8	0	2	12	1
6164		2																																									1
6165		2																																									1
6166		2																																									1
6167		2																																									1
6168		2																																									1
6169		2																																									1
6170		2																																									1
6171		2																																									1
6172	1	1	1	39	1			1			20000	5	6	1							1			1			1	2		2	12.0	100.0	100.0	1		3	3	2		0	1		1
6173		2																																									1
6174	1	1	1	29	1			1			60000	4	3	1							1			1			1	2		2	12.0	100.0	100.0	1		3	2	3		0	1		1
6175		2																																									1
6176	1	1	1	29	1			1			30000	8	6	1							1			1			1	2		2	11.0	100.0	100.0	1		3	2	2		0	1		1
6177		2																																									1
6178		2																																									1
6179	1	1	1	32	1			1			36000	0	5	1							1			1			1			3	6.0	100.0	100.0	1		4	2	3	8	0	1		1
6180	1	1	1	9	1	2		1	2		15000	9	4	1							1			1	3		1	2		3	12.0	100.0	100.0	1		2	2	6	3	0	14		1
6181		2																																									1
6182		2																																									1
6183	1	1	1	32	1			1			54000	15	3	1							1			1			1			2	12.0	100.0	100.0	1		3	3	8		0	1		1
6184		2																																									1
6185	3	1	1	30	1			1			20000	0	11	2	1	3		1			3			3			1	3		3	6.0	100.0	100.0	1		2	3	11		0	5		1
6186		2																																									1
6187	1	1	1	39	1	2		1			20000	8	0	1							1			1			1			2	12.0	100.0	100.0	4		3	3	8		0	1		1
6188		2																																									1
6189		2																																									1
6190		2																																									1
6191		2																																									1
6192		2																																									1
6193		2																																									1
6194		2																																									1
6195		2																																									1
6196		2																																									1
6197		2																																									1
6198	1	1	1	39	1			1			12000	20	2	1							1			1			1			2	12.0	100.0	100.0	1		4	2	2		0	1		1
6199	3	1	1	30	1			1			10000	11	0	1							3			3			1	3		2	12.0	100.0	100.0	1		3	2	2		0	1		1
6199	3	1	2	29	1			1			20000	9	0	1							4			4			1	4		1	12.0	100.0	100.0	1		2	2	2		0	1		1
6200	3	1	1	38	1	3		3			300	2	5	1							3			71			1	3		3	3.0	50.0	50.0	1		3	3	12		0	15		1
6201	1	1	1	29	1			1			54000	10	3	1							1			1	3		1			2	12.0	100.0	100.0	1		2	3	2		0	1		1
6202		2																																									1
6203		2																																									1
6204	1	1	1	31	1			1			36000	2	8	1							1			1			1			3	12.0	100.0	100.0	1		3	3	12		0	14		1
6205		2																																									1
6206	1	1	1	31	1	2		1			54000	5	3	1							1			1			1			3	12.0	100.0	100.0	1		3	3	8		0	1		1
6207	1	1	1	29	1			1			36000	15	3	1							1			1			1			1	12.0	100.0	100.0	1		1	3	8		0	2		1
6207	1	1	2	31	4			4			48000	2	7	1							4			4			1	4		3	12.0	30.0	30.0	1		3	1	8		0	1		1
6208		2																																									1
6209	1	1	1	39	1			1			12000	4	2	1							1			1			1			3	12.0	100.0	100.0	1		2	3	12		0	15		1
6210	1	1	1		1			1			20000	4	0	1							1			1			1			1	8.0	100.0	100.0	4		2	2	11		1	1		1
6211	1	1	1	39	1			1			15000	12	6	2	1			1			1			1			1			2	6.0	100.0	100.0	4		3	2	11		0	2		1
6212		2																																									1
6213	1	1	1	31	1			1			50000	20	0	1							1			1			1			3	12.0	100.0	100.0	4		4	2	9		0	1		1
6214	1	1	1	39	1			1			2000	5	0	2	1			1			1			1			1			3	6.0	100.0	100.0	4		3	3	3		0	11		1
6215	1	1	1	30	1			1			25000	3	0	1							1			1			1			2	12.0	100.0	100.0	1		3	3	2	3	0	1		1
6216		2																																									1
6217		2																																									1
6218	1	1	1	36	1	72		1			240000	30	6	1							1			1			1			2	6.0	100.0	100.0	4		5	1	1		0	1		1
6219	1	1	1	39	1			1			30000	12	0	1							1			1			1			1	6.0	100.0	100.0	4		2	3	9		0	2		1
6219	1	1	2		1			1			35000	25	0	1							1			1			1			1	8.0	100.0	100.0	4		2	3	2		0	2		1
6219	1	1	3	6	1	2	3	3			18000	1	0	1							3			3			1	3		3	12.0	100.0	100.0	4		2	3	12		1	1		1
6220	1	1	1	29	1			1			15000	20	0	1							1			1			1			2	12.0	100.0	100.0	1		3	2	3		0	2		1
6221		2																																									1
6222		2																																									1
6223	1	1	1	30	1	72		1			12000	2	2	1							72			1			1	72		2	12.0	33.0	33.0	1	2	5	1	3	2	1	1		1
6224	1	1	1	30	1			1			18000	12	6	2	1			1			1			1	3		1			1	12.0	100.0	100.0	1		1	2	2		0	1		1
6224	1	1	2	39	1	3		1			40000	8	0	2	1			1			1			1			1			2	6.0	100.0	100.0	1		2	2	2		0	2		1
6224	1	1	3	31	1	3		1			20000	8	0	2	1			1			1			1			1			2	12.0	100.0	100.0	1	3	3	2	2	4	0	5		1
6225		2																																									1
6226		2																																									1
6227		2																																									1
6228	1	1	1	39	1			1			0	6	0	1							1			1			1			3	3.0	100.0	100.0	1		4	3	2		1	1		1
6228	1	1	2	39	1			1			10000	2	0	1							1			1			1			3	4.0	100.0	100.0	1		4	3	2		0	1		1
6229	1	1	1	30	1			1			30000	18	0	1							1			1			1			3	6.0	100.0	100.0	1		4	2	2		0	2		1
